Model,price,RAM,Processor,Operating System,Storage,Display Size
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,"₹68,749",8 GB Unified Memory RAM,Apple M2 Processor,Mac OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-55...,"₹68,700",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP 15s (2023) Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and Light L...,"₹68,590",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
DELL Core i5 11th Gen - (8 GB/1 TB HDD/DOS) 3420 Business Laptop,"₹68,500",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,45.72 cm (18 Inch) Display
HP Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-EH3101AU Laptop,"₹68,500",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Pavilion Eyesafe (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2035TU/ 15-EG...,"₹68,500",32 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Ryzen 7 Octa Core - (8 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,"₹68,499",16 GB DDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Touchscreen Display
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5518 Thin and Li...,"₹68,000",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 inch) Display
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Pro) Vostro 3500 Notebook,"₹68,000",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 inch) Display
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹68,000",16 GB DDR4 RAM,AMD Ryzen 7 Quad Core Processor (10th Gen),Windows 11 Operating System,1 TB HDD|1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹68,000",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z...,"₹67,990",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 Inch) Display
Acer Swift 3 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) SF315-52G ...,"₹67,990",32 GB LPDDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN249P Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN244P Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹68,000",32 GB LPDDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,33.02 cm (13 Inch) Touchscreen Display
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z...,"₹67,990",16 GB DDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN247P Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 inch) Display
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Metal Laptop T...,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,103.23 cm (40.64 cm) Display
ASUS VivoBook S14 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) S430FN-EB...,"₹67,990",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
ASUS Vivobook S14 OLED Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402Z...,"₹67,990",16 GB LPDDR4X RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN246P Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN249P Thin and Light Laptop,"₹67,990",16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN244P Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
MSI GF Thin Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
Acer Swift 3 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) SF315-52G ...,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15 Ga...,"₹67,990",16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",512 GB SSD for Reduced Boot Up Time and in Game Loading,39.62 cm (15.6 Inch) Display
ASUS TUF Gaming F15 with 90WHr Battery Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,"₹67,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Touchscreen Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN241P Thin and Light Laptop,"₹67,990",8 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
MSI Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-435IN Thin and Light Laptop,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) Thin GF...,"₹67,990",16 GB DDR5 RAM,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹67,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN239P Thin and Light Laptop,"₹67,990",16 GB LPDDR4X RAM,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin a...,"₹67,900",16 GB DDR4 RAM,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120...,"₹67,880",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 inch) Display
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) K513EA-L5...,"₹67,800",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display
DELL Latitude Core i5 10th Gen - (8 GB/512 GB SSD/Ubuntu) 3410 Business Laptop,"₹67,800",8 GB DDR4 RAM,Intel Core i5 Processor (10th Gen),Windows 11 Operating System,1 TB SSD,38.86 cm (15.3 Inch) Display
HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 1...,"₹67,550",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB HDD|512 GB SSD,38.86 cm (15.3 Inch) Display
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹67,500",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 10 Operating System,1 TB SSD,38.86 cm (15.3 Inch) Display
Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light...,"₹67,499",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,38.86 cm (15.3 Inch) Display
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,"₹67,490",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,4 TB SSD,35.56 cm (14 inch) Display
HP Ryzen 5 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon NVIDIA® GeForce RTX™...,"₹67,490",64 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,2 TB SSD,35.56 cm (14 inch) Display
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FB0051AX Laptop,"₹67,490",32 GB DDR5 RAM,AMD Ryzen 9 16 Core Processor,64 bit Windows 11 Operating System,2 TB SSD,40.89 cm (16.1 Inch) Display
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1...,"₹67,490",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
HP Victus Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6500...,"₹67,264",32 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,4 TB SSD,39.62 cm (15.6 inch) Display
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Thin and Ligh...,"₹67,190",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 Inch) Display
DELL Latitude 14 Core i5 11th Gen - (16 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,"₹67,000",32 GB DDR5 RAM,AMD Ryzen 9 16 Core Processor,64 bit Windows 11 Operating System,2 TB SSD,40.89 cm (16.1 Inch) Display
MSI Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,"₹66,990",64 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
DELL GAMING G5 SERIES Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX ...,"₹66,990",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,35.56 cm (14 inch) Display
ASUS Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX-1650) FX50...,"₹66,990",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,2 TB SSD,40.89 cm (16.1 Inch) Display
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4117T Thin and Light Lapt...,"₹66,990",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 inch) Display
Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹66,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,2 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
Infinix ZEROBOOK 13 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thin and Light L...,"₹66,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB HDD|1 TB SSD,40.64 cm (16 Inch) Display
DELL 5000 Core i5 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) 5577...,"₹66,990",32 GB DDR4 RAM,Intel Core i9 Processor (10th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,"₹66,990",32 GB DDR4 RAM,Intel Core i9 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) M1605YA-MB551WS Lap...,"₹66,990",32 GB Unified Memory RAM,Apple M2 Max Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Light Lap...,"₹66,990",32 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),Mac OS Operating System,1 TB SSD,35.56 cm (14 Inch) Display
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gra...","₹66,990",32 GB Unified Memory RAM,Apple M1 Max Processor,Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gra...","₹66,990",32 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),Mac OS Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"₹66,990",32 GB Unified Memory RAM,Apple M1 Max Processor,64 bit Windows 11 Operating System,1 TB HDD|1 TB SSD,34.29 cm (13.5 inch) Display
ASUS Ryzen 7 Octa Core 12th Gen - (16 GB/16 GB SSD/Windows 11 Home) M1405YA-KM741WS Laptop,"₹66,990",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Mac OS Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Lenovo Ideapad 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 15ALC05 Thin a...,"₹66,988",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
MSI Core i7 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-290IN Thin and Light Laptop,"₹66,989",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,"₹66,940",32 GB DDR4 RAM,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
DELL 3511 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) 3511 Laptop,"₹66,890",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹66,890",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,"₹66,670",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 Inch) Display
HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA) 16-d03...,"₹66,500",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN225P Thin and Light Laptop,"₹66,490",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹66,490",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN228P Thin and Light Laptop,"₹66,490",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Avita Liber Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) NS14A2IN223P Thin and Light Laptop,"₹66,490",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,34.29 cm (13.5 inch) Touchscreen Display
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Light Laptop,"₹66,440",16 GB DDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
HP Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,"₹66,390",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display
Lenovo Yoga 6 Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Ideapad 5 Thin and Light La...,"₹66,388",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹66,300",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Touchscreen Display
HP HP Pavilion Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"₹66,000",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display
Acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹65,990",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN Thin and Light Laptop,"₹65,990",32 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 Inch) Display
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹65,990",16 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
GIGABYTE G5 MD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹65,990",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,"₹65,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Vostro Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Notebook,"₹65,990",32 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
ASUS ZenBook 14 Ryzen 5 Hexa Core AMD Ryzen™ 5 5500U Processor 5th Gen - (8 GB/512 GB SSD/Windows 10 H...,"₹65,990",16 GB Unified Memory RAM,Apple M2 Pro Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
"ASUS Vivobook Pro 15 For Creator, Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gra...","₹65,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Vivobook S 14 Flip Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ740WS...,"₹65,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) D560753WIN9S Laptop,"₹65,900",16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10 Home) Inspiron 5406 2 in 1 Laptop,"₹65,500",16 GB Unified Memory RAM,Apple M1 Pro Processor,64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVID...,"₹65,500",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) INSP 5406 2in1 2 in 1 Laptop,"₹65,500",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.18 cm (17 Inch) Display
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) INSPIRON 3501 Thin and Light La...,"₹65,499",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"₹65,290",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 11 Operating System,1 TB SSD,"Stylish & Portable Thin and Light Foldable Laptop
12th Gen Intel Evo� Core i7-1250U CPU with 10 cores and 4.7 GHz max frequency
17.3 Inch 2.5K Foldable OLED, 0.2ms response time, 60Hz refresh rate, 500nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500
World�s first 17� foldable OLED laptop with Multiple versatile use cases possible: laptop, tablet, AiO, vertical, extended, etc.
17.3� screen when unfolded, while just 8.7mm thin and 1.5kg in weight. MIL-STD 810H Military-grade durability
ASUS ErgoSense Bluetooth keyboard included in the box.
Two Thunderbolt 4 ports for external 4K display, 40 GB/s data transfer and fast charging"
