company_name,world_rank,headquarter,market cap(Billion USD),business_sector
"CHENGDU SCREEN MICRO-ELECTRONICS CO.,LTD.","9,522",Hong Kong,0.746,"Energy, Oil and Gas"
CGN MINING COMPANY,"9,523",Indonesia,0.746,"Basic Materials, Chemicals"
CGN MINING COMPANY LIMITED,"9,524",Australia,0.746,"Industries, Airports Operating"
PT ASURANSI JIWA SINARMAS MSIG,"9,525",China,0.746,"Kitchen Appliances, Electrical Products, Home Furnishing"
REGIS RESOURCES LIMITED,"9,526",USA,0.745,"Energy, Oil and Gas"
"HAINAN HULUWA PHARMACEUTICAL GROUP CO., LTD.","9,527",China,0.745,"Energy, Oil Refining, Oil and Gas"
VOBILE GROUP,"9,528",China,0.745,Real Estate
SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIAL,"9,529",China,0.745,"Industries, Heavy Machinery"
XIAMEN INTERNATIONAL AIRPORT,"9,530",China,0.745,"Healthcare, Biotechnology, Biopharmaceutical"
"HUNAN YUSSEN ENERGY TECHNOLOGY CO., LTD.","9,531",Taiwan,0.744,Automobile Parts
SHAANXI CONSTRUCTION MACHINERY,"9,532",USA,0.744,"Industries, Business Services, Professional Services"
EPISIL HOLDING,"9,533",China,0.744,"Industries, Industry Machinery"
BIOLIFE SOLUTIONS,"9,534",USA,0.744,"Technology, Electronics, Capital Goods"
CHENGDU GALAXY MAGNETS,"9,535",USA,0.744,"Technology, Electronics, Consumer Electronics"
PROTO LABS,"9,536",Brazil,0.744,"Industries, Industry Machinery"
BJ'S RESTAURANTS,"9,537",Finland,0.744,"Industries, Logistics, Imports / Exports Services, Airports Operating"
MOVIDA PARTICIPACOES,"9,538",Taiwan,0.744,Automobile Parts
CRAMO OYJ,"9,538",India,0.744,"Healthcare, Healthcare Technology and Information"
AURAS TECHNOLOGY,"9,539",Canada,0.743,"Agriculture Related, Agriculture Products, Farming / Seeds / Milling"
BALAJI AMINES,"9,540",Australia,0.743,"Real Estate, Property Investments"
TRANSCONTINENTAL,"9,541",China,0.743,"Basic Materials, Copper Mining"
MONADELPHOUS GROUP,"9,542",USA,0.743,"Healthcare, Analytics, Healthcare Service, Healthcare Technology and Information"
SHENZHEN LAIBAO HI-TECH,"9,543",China,0.743,"Communication Services, Publishing"
WW INTERNATIONAL,"9,544",Germany,0.743,"Financial Services, Stock Markets, Trading, Capital Markets"
"JIAOZUO WANFANG ALUMINUM MANUFACTURING CO., LTD","9,545",USA,0.743,Real Estate
JOST WERKE AG,"9,546",Canada,0.743,Financial Services
GERMAN AMERICAN BANCORP,"9,547",China,0.742,Consumer Services
MORGUARD CORPORATION,"9,548",Saudi Arabia,0.742,"Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical"
ZHEJIANG MERIT INTERACTIVE NETWORK TECHNOLOGY,"9,549",China,0.742,"Communication Services, Publishing"
ALAMAR FOODS COMPANY,"9,550",South Korea,0.742,"Industries, Shipping"
SHENZHEN WORLDUNION GROUP,"9,551",USA,0.742,"Financial Services, Banking Services"
KOLMAR KOREA,"9,552",Hong Kong,0.741,"Financial Services, Shell Company"
MARINEMAX,"9,553",Japan,0.741,"Technology, Electronics, Capital Goods"
HEALTH AND HAPPINESS (H&H) INTERNATIONAL HOLDINGS,"9,554",China,0.741,Asset Management
MOCHIDA PHARMACEUTICAL,"9,555",China,0.741,"Healthcare, Pharmaceutical"
KUNWU JIUDING INVESTMENT HOLDINGS,"9,556",USA,0.741,"Technology, Software and IT"
CHINA SHINEWAY PHARMACEUTICAL GROUP,"9,557",China,0.741,"Basic Materials, Aluminum"
ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND,"9,558",China,0.741,"Technology, Electronics, Computers Hardware"
"SHANDONG HUATAI PAPER INDUSTRY SHAREHOLDING CO.,LTD","9,559",Taiwan,0.741,"Technology, Software and IT"
JIANGXI XINYU GUOKE TECHNOLOGY CO. LTD,"9,560",Japan,0.741,"Technology, Software and IT"
ORIENT SEMICONDUCTOR ELECTRONICS,"9,561",USA,0.741,"Financial Services, Asset Management"
AEON HOKKAIDO CORPORATION,"9,562",Norway,0.741,"Communication Services, Gaming, Electronics, Entertainment"
SINCLAIR BROADCAST GROUP,"9,563",Taiwan,0.741,"Internet or Mobile App Based Business, Technology"
FJORDKRAFT HOLDING ASA,"9,563",China,0.74,Textile
PEGAVISION CORPORATION,"9,564",France,0.74,"Technology, Semiconductors"
GUANGZHOU ZHIGUANG ELECTRIC,"9,565",Singapore,0.74,"Industries, Construction Materials, Infrastructure, Construction"
LAURENT-PERRIER,"9,566",China,0.74,"Technology, Software and IT"
HONG LEONG FINANCE,"9,567",India,0.74,"Communication Services, Broadcasting"
SINO GEOPHYSICAL CO. LTD,"9,568",China,0.74,Real Estate
LAXMI ORGANIC INDUSTRIES LIMITED,"9,569",China,0.74,"Asset Management, Investments"
TKD SCIENCE AND TECHNOLOGY,"9,570",China,0.739,"Technology, Electronics"
KINGSIGNAL TECHNOLOGY,"9,571",China,0.739,"Financial Services, Stock Markets, Trading, Capital Markets"
"SUZHOU YOURBEST NEW-TYPE MATERIALS CO.,LTD.","9,572",China,0.739,"Technology, eCommerce, Software and IT"
SHANXI GUOXIN ENERGY CORPORATION,"9,573",USA,0.739,Hotels
"EIT ENVIRONMENTAL DEVELOPMENT GROUP CO.,LTD","9,574",China,0.739,Biotechnology
BOSTON PRIVATE FINANCIAL HOLDINGS,"9,575",China,0.739,"Technology, Software and IT"
GEO-JADE PETROLEUM CORPORATION,"9,575",China,0.739,"Industries, Airports Operating"
HNAC TECHNOLOGY,"9,576",USA,0.739,Construction Materials
SHANXI ZHENDONG PHARMACEUTICAL,"9,577",China,0.738,"Healthcare, Biotechnology"
23ANDME HOLDING CO.,"9,578",China,0.738,"Industries, Construction"
GUANGDONG VANWARD NEW ELECTRIC,"9,579",Taiwan,0.737,"Healthcare, Biotechnology"
AEROSPACE COMMUNICATIONS HOLDINGS,"9,579","UK, Guernsey",0.737,"Retail, eCommerce, Luxury Goods, Fashion and Luxury Goods"
FUSHENG PRECISION,"9,580",China,0.737,"Industries, Construction"
SCHRODER ORIENTAL INCOME FUND LIMITED,"9,581",China,0.737,"Utilities, Electric Utilities, Renewable Energy"
HENGBAO,"9,582",Saudi Arabia,0.737,"Technology, Electronics, Technology Hardware and Instruments"
LIAONING HONGYANG ENERGY RESOURCE INVEST,"9,583",Panama,0.736,Construction Materials
CITY CEMENT COMPANY,"9,584",Japan,0.736,"Technology, Electronics, Semiconductors"
BANCO LATINOAMERICANO DE COMERCIO EXTERIOR S.A,"9,585",Australia,0.736,"Utilities, Electric Utilities"
HOKKAIDO ELECTRIC POWER COMPANY,"9,586",China,0.736,"Healthcare, Biotechnology"
MADER GROUP,"9,587",India,0.736,"Software and IT Infrastructure, Cloud Services, Software and IT, Software Products"
HAINAN HAIQI TRANSPORTATION GROUP,"9,588",China,0.736,"Communication Services, Entertainment"
DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION,"9,589",China,0.736,"Energy, Oil and Gas"
FUJIAN YUANLI ACTIVE CARBON CO. LTD,"9,590",USA,0.736,"Communication Services, Gaming, Video Games / Mobile Games / Tech Games / Casino Games, Software and IT Infrastructure"
"SHENZHEN BSC TECHNOLOGY CO.,LTD.","9,591",China,0.736,"Technology, Semiconductors"
REDWOOD TRUST,"9,592",Japan,0.736,"Industries, Electrical Products"
SHENZHEN YITOA INTELLIGENT CONTROL,"9,593",Switzerland,0.735,"Sports Goods, Gym and Fitness, Leisure"
YONEX,"9,594",India,0.735,"Automobile, Automobile Parts"
ZEHNDER GROUP AG,"9,595",South Korea,0.735,Shell Company
JAMMU AND KASHMIR BANK,"9,596",Canada,0.735,"Industries, Trading"
SK CHEMICALS,"9,597",USA,0.735,"Technology, Electronics, Capital Goods"
PASON SYSTEMS,"9,598",USA,0.735,"Technology, Business Services, Software and IT"
LEGG MASON,"9,599",India,0.735,"Basic Materials, Mining, Metals, Zinc, Copper Mining"
"WESTROCK COFFEE COMPANY, LLC","9,599",USA,0.735,"Industries, Industry Machinery"
TAMILNAD MERCANTILE BANK LIMITED,"9,600",China,0.735,"Industries, Outsourcing and Staffing"
BLACKROCK RESOURCES & COMMODITIES STRATEGY TRUST,"9,601",Singapore,0.735,"Communication Services, Telecom"
CHANGSHU FENGFAN POWER EQUIPMENT,"9,602",USA,0.735,"Industries, Tools and Equipment"
FIRST SPONSOR GROUP LIMITED,"9,603",Malaysia,0.735,Automobile
BLACKROCK MUNI INTERMEDIATE DURATION FUND,"9,604",China,0.734,"Automobile, Automobile Parts"
GAS MALAYSIA BERHAD,"9,605",China,0.734,"Automobile, Automobile Parts, Retail, Consumer Durables, Automobile Dealers"
JIANGNAN MOULD & PLASTIC TECHNOLOGY,"9,606",India,0.734,"Basic Materials, Construction Materials"
NINGBO CIXING,"9,607",China,0.734,"Basic Materials, Aluminum"
BOROSIL GLASS WORKS,"9,607",India,0.734,"Financial Services, Banking Services"
YUEYANG XINGCHANG PETRO-CHEMICAL,"9,608",China,0.734,"Basic Materials, Mining, Metals"
CHEMPLAST SANMAR LIMITED,"9,609",China,0.734,"Technology, Software and IT Infrastructure"
ZHENGZHOU DEHENG HONGSHENG TECHNOLOGY,"9,610",China,0.734,Education
DONGJIANG ENVIRONMENTAL COMPANY,"9,611",South Korea,0.734,"Technology, Consumer Electronics"
BEIJING HUALUBAINA FILM&TV,"9,612",China,0.734,"Basic Materials, Mining"
AEKYUNG PETROCHEMICAL,"9,613",Taiwan,0.734,"Financial Services, Banking Services"
"SICHUAN HUIYU PHARMACEUTICAL CO., LTD.","9,614",China,0.734,"Technology, Semiconductors"
TAIWAN SURFACE MOUNTING TECHNOLOGY,"9,615",China,0.734,"Financial Services, Shell Company"
"HANGZHOU JINGYE INTELLIGENT TECHNOLOGY CO., LTD.","9,616",Taiwan,0.733,"Industries, Utilities, Industry Machinery"
"ZHENGZHOU QIANWEIYANGCHU FOOD CO., LTD.","9,617",Brazil,0.733,"Glass Products, Home Furnishing"
CHIPMOS TECHNOLOGIES,"9,618",Australia,0.733,"Healthcare, Pharmaceutical, HealthCare Products"
ARCO PLATFORM,"9,619",Indonesia,0.733,"Industries, Industry Machinery"
EMERALD RESOURCES NL,"9,620",Sweden,0.733,"Real Estate, Property Investments"
PT PACIFIC STRATEGIC FINANCIAL TBK,"9,621",China,0.733,"Apparels and Accessories, Textile"
SKISTAR AB (PUBL),"9,622",Thailand,0.733,"FMCG, Package Foods, Food Products"
"TANSUN TECHNOLOGY CO., LTD.","9,623",USA,0.733,"Retail, Home Improvement, Construction Materials"
GOLDEN LAND PROPERTY DEVELOPMENT PUBLIC COMPANY,"9,624",USA,0.733,"Financial Services, Asset Management"
BLUELINX HOLDINGS,"9,624",USA,0.732,"Industries, Printing, Business Services"
CARDIOVASCULAR SYSTEMS,"9,625",USA,0.732,"Utilities, Electric Utilities"
"MICROVAST HOLDINGS, INC.","9,626",Japan,0.732,Farming / Seeds / Milling
"LSB INDUSTRIES, INC.","9,627",Japan,0.732,"Basic Materials, Aluminum"
KATO SANGYO,"9,628",China,0.732,"Gambling, Betting, Leisure, Entertainment, Restaurants"
IMPERIAL HOTEL,"9,629",China,0.732,"Industries, Construction Materials, Building Products and Equipment"
XIAMEN PORT DEVELOPMENT,"9,630",South Korea,0.732,"Industries, Construction, Engineering Services"
"GUANGZHOU SANFU NEW MATERIALS TECHNOLOGY CO.,LTD","9,631",Saudi Arabia,0.731,"Real Estate, Property Investments"
IS DONGSEO,"9,632",China,0.731,Biotechnology
ATAA EDUCATIONAL COMPANY,"9,633",Taiwan,0.731,Textile
ZHEJIANG XINAO TEXTILES,"9,634",Italy,0.731,Software and IT
CHENBRO MICOM,"9,635",China,0.731,"Financial Services, Banking Services"
TINEXTA,"9,636",China,0.731,Real Estate
HUBEI ZHENHUA CHEMICAL,"9,637",China,0.731,"Utilities, Electric Utilities, Renewable Energy"
"GUANGDONG YUEHAI FEEDS GROUP CO.,LTD.","9,638",France,0.731,"Technology, Software and IT, Software Products"
ZHESHANG DEVELOPMENT GROUP,"9,639",Israel,0.73,"Electronics, Watches, Leisure"
TARKETT,"9,640",Guernsey,0.73,"Industries, Automobile, Capital Goods, Heavy Machinery"
RISKIFIED LTD.,"9,641",China,0.73,Real Estate
CORDIANT DIGITAL INFRASTRUCTURE LIMITED,"9,642",China,0.73,"Technology, Electronics, Capital Goods"
ANHUI TRANSPORT CONSULTING & DESIGN INSTITUTE,"9,643",USA,0.73,Real Estate
"SUZHOU WEIZHIXIANG FOOD CO., LTD.","9,644",China,0.73,"Energy, Oil and Gas"
BANC OF CALIFORNIA,"9,645",Australia,0.729,"Hotels, Rent / Lease Services, Residential Properties, Property Investments, Real Estate"
CHANGJIANG RUNFA HEALTH INDUSTRY,"9,646",Canada,0.729,"Automobile, Automobile Parts"
KAROON ENERGY LTD,"9,647",Sweden,0.729,"Healthcare, Analytics, Healthcare Service"
WELL HEALTH TECHNOLOGIES,"9,648",China,0.729,"Financial Services, Banking Services"
COREM PROPERTY GROUP AB (PUBL),"9,649",Norway,0.729,"Healthcare, Pharmaceutical, HealthCare Products"
"CHENGDU EASTON BIOPHARMACEUTICALS CO., LTD.","9,650",Ireland,0.728,"Basic Materials, Gold Mining, Mining"
NYKODE THERAPEUTICS AS,"9,651",China,0.728,"Basic Materials, Chemicals"
HIBERNIA REIT,"9,652",India,0.728,"Technology, Semiconductors"
"ZHONGHONG PULIN MEDICAL PRODUCTS CO., LTD.","9,652",Japan,0.728,"Industries, Industry Machinery"
TV18 BROADCAST,"9,653",Hong Kong,0.728,"Industries, Real Estate, Consumer Services, Business Services"
HYAKUGO BANK,"9,654",Japan,0.728,"Industries, Aerospace and Defense"
CHINA STATE CONSTRUCTION DEVELOPMENT HOLDINGS LIMITED,"9,655",South Africa,0.728,"Industries, Shipping"
"HOKKOKU FINANCIAL HOLDINGS, INC.","9,656",USA,0.728,"Automobile, Automobile Parts"
TELKOM SA SOC,"9,657",Japan,0.728,"Financial Services, Banking Services"
TINYBUILD INC.,"9,657",Sweden,0.728,Industries
TOKAI HOLDINGS CORPORATION,"9,658",Japan,0.728,"Technology, Communications Equipment"
VOLATI AB,"9,659",USA,0.728,"Industries, Industry Machinery"
NICHIHA CORPORATION,"9,660",USA,0.728,"Healthcare, Medical Equipment"
CENTURY ALUMINUM COMPANY,"9,661",Thailand,0.728,"Consumer Non Durables, Farming / Seeds / Milling"
"RUSH STREET INTERACTIVE, INC.","9,662",South Africa,0.728,"Industries, Business Services"
BEYOND SECURITIES PUBLIC COMPANY LIMITED,"9,663",China,0.727,"Healthcare, Medical Equipment"
RESILIENT REIT,"9,664",Singapore,0.727,Asset Management
"ANHUI SIERTE FERTILIZER INDUSTRY LTD. ,COMPANY","9,665",USA,0.727,Package Foods
SINGAPORE POST LIMITED,"9,666",Australia,0.727,"Industries, Electrical Products"
UNITIL CORPORATION,"9,667",China,0.727,"Industries, Industry Machinery"
AUSTRALIAN UNITED INVESTMENT COMPANY,"9,668",China,0.727,Financial Services
NINGBO FUDA COMPANY,"9,669",USA,0.727,"Healthcare, Pharmaceutical, HealthCare Products"
YICHANG HEC CHANGJIANG PHARMACEUTICAL,"9,670",UK,0.727,"FMCG, Package Foods, Food Products"
BLACKROCK ENHANCED CAPITAL AND INCOME FUND,"9,671",India,0.726,"Retail, Department Stores, Super Markets, Hypermarkets"
THE EUROPEAN SMALLER COMPANIES TRUST PLC,"9,672",USA,0.726,Apparels and Accessories
VESUVIUS INDIA,"9,673",Taiwan,0.726,"Basic Materials, Chemicals"
COLLECTORS UNIVERSE,"9,673",Taiwan,0.726,"Communication Services, Broadcasting, Media"
LUXNET CORPORATION,"9,674",Canada,0.726,"Technology, Electronics"
GLORIA MATERIAL TECHNOLOGY,"9,675",India,0.726,"Industries, Engineering Services"
GDI INTEGRATED FACILITY SERVICES,"9,676",USA,0.726,"Technology, Electronics, Computers Hardware"
RELIANCE INFRASTRUCTURE,"9,677",USA,0.725,"Healthcare, Pharmaceutical, HealthCare Products"
HUDSON PACIFIC PROPERTIES,"9,678",India,0.725,"Energy, Oil and Gas"
BYLINE BANCORP,"9,679",Netherlands,0.725,Retail
KNR CONSTRUCTIONS,"9,680",China,0.725,"Automobile, Automobile Parts"
SLIGRO FOOD GROUP,"9,681",USA,0.725,"Financial Services, Asset Management"
EMEI SHAN TOURISM,"9,682",India,0.725,"Technology, Software and IT"
PHATHOM PHARMACEUTICALS,"9,683",China,0.725,"Retail, Super Markets"
INOX WIND,"9,684",China,0.725,"Food Products, FMCG, Package Foods"
JIANGXI HUANGSHANGHUANG GROUP FOOD,"9,685",Japan,0.725,"Industries, Construction"
GUIZHOU QIANYUAN POWER,"9,686",Germany,0.725,"Industries, Industry Machinery"
"AICHI FINANCIAL GROUP, INC.","9,687",USA,0.725,"Healthcare, Pharmaceutical, Cannabis"
PAUL HARTMANN AG,"9,688",Taiwan,0.724,Real Estate
CALAMOS CONVERTIBLE OPPORTUNITIES AND INCOME FUND,"9,689",Taiwan,0.724,Real Estate
SITRONIX TECHNOLOGY CORPORATION,"9,690",Australia,0.724,"Basic Materials, Paper and Pulp"
PAN GERMAN UNIVERSAL MOTORS LTD.,"9,691",USA,0.724,Package Foods
RAMELIUS RESOURCES LIMITED,"9,692",China,0.723,"Technology, Software and IT"
"EQRX, INC.","9,693",China,0.723,Restaurants
SHENZHEN PROPERTIES & RESOURCES DEVELOPMENT (GROUP),"9,694",China,0.723,Technology
CARSGEN THERAPEUTICS HOLDINGS LIMITED,"9,695",China,0.723,"Energy, Oil and Gas"
"CHINA LEADSHINE TECHNOLOGY CO., LTD.","9,696",China,0.723,"Real Estate, Infrastructure, Property Investments"
SOHO CHINA,"9,697",China,0.723,Technology
XIAMEN SOLEX HIGH-TECH INDUSTRIES,"9,698",China,0.723,"Financial Services, Asset Management"
"WCON ELECTRONICS (GUANGDONG) CO., LTD.","9,699",China,0.722,Automobile Parts
SHANDONG LUKANG PHARMACEUTICAL,"9,700",China,0.722,"Industries, Industry Machinery"
LIJIANG YULONG TOURISM,"9,701",China,0.722,"Technology, Communications Equipment"
SVG GROUP,"9,702",China,0.722,"Industries, Engineering Services"
AGILE GROUP HOLDINGS,"9,703",China,0.722,"Technology, Semiconductors"
CHINA MODERN DAIRY HOLDINGS,"9,704",Taiwan,0.722,"Furniture, Home Furnishing"
"NINGBO HENGSHUAI CO., LTD.","9,705",India,0.722,"Technology, Electronics, Capital Goods"
HANNSTAR BOARD,"9,706",Thailand,0.721,"Technology, Semiconductors"
MAHARASHTRA SEAMLESS,"9,707",South Korea,0.721,"Basic Materials, Chemicals"
CK POWER PUBLIC COMPANY,"9,708",China,0.721,"Technology, Electronics, Capital Goods"
HANKOOK TECHNOLOGY GROUP,"9,709",China,0.721,"Healthcare, Hospitals"
INNER MONGOLIA FURUI MEDICAL SCIENCE,"9,710",Taiwan,0.721,Retail
BEIJING SEEYON INTERNET SOFTWARE,"9,711",Taiwan,0.721,"Metal Fabrication Products, Metal Products Manufacturing"
JSL CONSTRUCTION & DEVELOPMENT,"9,712",Germany,0.721,"Financial Services, Asset Management"
PHIHONG TECHNOLOGY,"9,713",France,0.721,"Financial Services, Banking Services"
ECKERT & ZIEGLER STRAHLEN- UND MEDIZINTECHNIK AG,"9,714",China,0.721,"Industries, Electrical Products"
KORIAN,"9,715",UK,0.721,"Technology, Communications Equipment"
GLOBAL TOP E-COMMERCE,"9,716",Netherlands,0.72,"Technology, Software and IT"
TR EUROPEAN GROWTH TRUST,"9,717",Singapore,0.72,"Industries, Railway"
LA PERLA FASHION HOLDING,"9,718",USA,0.72,"Communication Services, Gaming, Video Games / Mobile Games / Tech Games / Casino Games, Internet or Mobile App Based Business, Leisure"
CACHE LOGISTICS TRUST,"9,719",Indonesia,0.72,"Basic Materials, Chemicals"
ADVANTAGE SOLUTIONS INC.,"9,719",China,0.72,"Meat / Poultry / Fish / Chicken, Food Products, Farming / Seeds / Milling"
PT ACE HARDWARE INDONESIA TBK,"9,720",China,0.72,"Industries, Construction"
PUYANG HUICHENG ELECTRONIC MATERIAL,"9,721",USA,0.72,"Technology, Electronics, Electrical Products, Capital Goods"
"JILIN LIYUAN PRECISION MANUFACTURING CO., LTD.","9,722",China,0.72,"Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical"
TEKLA HEALTHCARE INVESTORS,"9,723",UK,0.719,"Basic Materials, Aluminum"
HUACHANGDA INTELLIGENT EQUIPMENT GROUP,"9,724",Canada,0.719,"Healthcare, Pharmaceutical"
BLACKROCK SMALLER CO TRUST,"9,725",Brazil,0.719,"Communication Services, Publishing"
NEW GOLD INC.,"9,726",China,0.719,"Industries, Engineering Products, Engineering Services, Industry Machinery"
HOSPITAL MATER DEI S.A.,"9,727",China,0.719,"Industries, Industry Machinery"
YANTAI SHUANGTA FOOD,"9,728",Japan,0.719,"Automobile, Automobile Parts"
KUAIJISHAN SHAOXING RICE WINE,"9,729",Japan,0.718,"Industries, Office Equipment, Pens & Stationery"
NISSIN FOODS COMPANY,"9,730",China,0.718,"Technology, Retail"
EN-JAPAN,"9,731",China,0.718,"Basic Materials, Cement, Construction Materials"
"XIAMEN LEADING OPTICS CO., LTD.","9,732",Indonesia,0.718,"Consumer Services, Printers"
CSG SMART SCIENCE&TECHNOLOGY,"9,733",USA,0.718,Financial Services
PT ADIRA DINAMIKA MULTI FINANCE TBK,"9,734",China,0.717,"Industries, Railway, Railway Components, Railway Vehicles and Railway Components"
ARDELYX,"9,735",China,0.717,"Technology, Software and IT"
HANGZHOU WEIGUANG ELECTRONIC,"9,736",China,0.717,"Agriculture Products, Agriculture Related, Cooking Oil, Farming / Seeds / Milling"
GUANGDONG LINGXIAO PUMP INDUSTRY,"9,737",Japan,0.717,"Technology, Software and IT"
JIANGSU CHANGHAI COMPOSITE MATERIALS CO. LTD,"9,738",Poland,0.717,"Transportation, Oil Refining, Logistics"
NORTH PACIFIC BANK,"9,739",USA,0.717,"Healthcare, Pharmaceutical, HealthCare Products"
NEUCA S.A.,"9,740",China,0.717,Real Estate
"CNL HEALTHCARE PROPERTIES, INC.","9,741",Portugal,0.717,"Financial Services, Asset Management"
"SHANGHAI SANYOU MEDICAL CO., LTD.","9,742",USA,0.717,"Apparels and Accessories, Textile, Consumer Services, Retail"
SONAECOM SGPS,"9,743",Belgium,0.717,"Financial Services, Stock Markets, Trading, Capital Markets"
PREFERRED APARTMENT COMMUNITIES,"9,744",China,0.717,"Technology, Electronics, Semiconductors"
FLORIDIENNE,"9,744",China,0.717,"Energy, Coal Mining, Mining"
TONGYU COMMUNICATION,"9,745",USA,0.716,"Basic Materials, Chemicals"
"CHINA CHUNLAI EDUCATION GROUP CO., LTD.","9,746",USA,0.716,"Energy, Coal Mining, Mining"
"MISSION PRODUCE, INC.","9,747",China,0.716,"Financial Services, Asset Management"
